PatientID	Country	State	City	ZIP	Address
998	USA	CA	National City	92050	1940 El Cajon Boulevard
999	USA	CA	Chula Vista	91911	2400 East Fourth Street
1000	USA	CA	Poway	92064	330 Moss Street
1001	USA	MA	Boston	2129	15615 Pomerado Road
1002	USA	MA	Sandwich	2537	300 1St Ave
1003	USA	MA	Lynn	1904	311 Service Road
1004	USA	MA	Norwood	2062	500 Lynnfield Street
1005	USA	MA	Brockton	2302	800 Washington Road
1006	USA	MA	Taunton	2780	680 Centre Street
1007	USA	MA	Tewksbury	1876	"60 Hodges Ave, Box 151"
1008	USA	MA	Worcester	1605	365 East Street
1009	USA	MA	Leicester	1542	119 Belmont Street
1010	USA	MA	Springfield	1109	111 Huntoon Memorial Highway
1011	USA	MA	Pembroke	2359	1400 State Street
1012	USA	MA	Westwood	2090	199 Oak Street
1013	USA	MA	Haverhill	1830	45 Clapboardtree Street
1014	USA	MA	Westborough	1581	76 Summer Street
1015	USA	MA	Haverhill	1830	150 Flanders Rd
1016	USA	MA	Worcester	1655	145 Ward Hill Ave
1017	USA	MA	Worcester	1604	55 Lake Avenue North
1018	USA	MA	Greenfield	1301	309 Belmont Street
1019	USA	MA	Boston	2215	164 High Street
1020	USA	MA	Boston	2118	330 Brookline Avenue
1021	USA	MA	Boston	2118	88 East Newton Stret
1022	USA	MA	Boston	2115	818 Harrison Avenue
1023	USA	MA	Medford	2155	300 Longwood Avenue
1024	USA	MA	Melrose	2176	170 Governors Avenue
1025	USA	MA	Methuen	1844	585 Lebanon Street
1026	USA	MA	Cambridge	2139	70 East Street
1027	USA	MA	Springfield	1199	1493 Cambridge Street
1028	USA	MA	Pittsfield	1201	759 Chestnut Street
1029	USA	MA	Barnstable	2601	725 North Street
1030	USA	MA	Northampton	1061	27 Park Street
1031	USA	MA	Gardner	1440	30 Locust Street
1032	USA	MA	Lawrence	1842	242 Green Street
1033	USA	MA	Holyoke	1040	One General Street
1034	USA	MA	Haverhill	1830	1233 Main Street
1035	USA	AL	Clanton	35046	140 Lincoln Avenue
1036	USA	MA	Natick	1760	2030 Lay Dam Road
1037	USA	MA	Taunton	2780	67 Union Street
1038	USA	MA	Cambridge	2138	88 Washington Street
1039	USA	MA	Ayer	1432	330 Mount Auburn Street
1040	USA	MA	Newton	2462	200 Groton Road
1041	USA	MA	Beverly	1915	2014 Washington Street
1042	USA	MA	Fall River	2721	85 Herrick Street
1043	USA	MA	Worcester	1608	795 Middle Street
1044	USA	MA	Oak Bluffs	2557	123 Summer Street
1045	USA	MA	Weymouth	2190	One Hospital Road
1046	USA	MA	Fall River	2720	55 Fogg Road
1047	USA	MA	New Bedford	2740	363 Highland Avenue
1048	USA	MA	Attleboro	2703	101 Page Street
1049	USA	MA	Boston	2135	211 Park Street
1050	USA	MA	Winchester	1890	736 Cambridge Street
1051	USA	NC	Hickory	28603	41 Highland Avenue
1052	USA	NC	Mocksville	27028	Po Box 2568
1053	USA	NC	Bermuda Run	27006	223 Hospital Street
1054	USA	AL	Montgomery	36109	Medical Center Blvd
1055	USA	AL	Northport	35476	8105 Veterans Way
1056	USA	AL	Muscle Shoals	35661	2700 Hospital Drive
1057	USA	AL	Hamilton	35570	201 W. Avalon Avenue
1058	USA	AL	Wedowee	36278	1256 Military Street South
1059	USA	AL	Alabaster	35007	209 North Main Street
1060	USA	AL	Florence	35631	"1000 First Street, North"
1061	USA	AL	Guntersville	35976	205 Marengo Street
1062	USA	AL	Dothan	36301	8000 Alabama Highway 69
1063	USA	AL	Eufaula	36027	1108 Ross Clark Circle
1064	USA	AL	Grove Hill	36451	820 West Washington Street
1065	USA	AL	Montgomery	36109	295 Jackson Highway S
1066	USA	AL	Atmore	36502	215 Perry Hill Rd
1067	USA	AL	Luverne	36049	401 Medical Park Dr.
1068	USA	AL	Fairhope	36532	150 Hospital Drive
1069	USA	AL	Gadsden	35903	750 Morphy Avenue
1070	USA	AL	Dadeville	36853	1007 Goodyear Avenue
1071	USA	AL	Alexander City	35010	201 Mariarden Road
1072	USA	AL	Centre	35960	3316 Highway 280
1073	USA	AL	Athens	35611	400 Northwood Drive
1074	USA	AL	Daphne	36526	"700 West Market St,2Nd Floor"
1075	USA	AL	Foley	36535	7400 Roper Lane
1076	USA	AL	Mobile	36693	1613 North Mckenzie Street
1077	USA	AL	Anniston	36202	5800 Southland Drive
1078	USA	AL	Anniston	36202	400 East 10Th Street
1079	USA	AL	Athens	35611	400 East Tenth Street
1080	USA	AL	Bay Minette	36507	700 West Market Street
1081	USA	AL	Birmingham	35233	1815 Hand Avenue
1082	USA	AL	Birmingham	35259	700 S 19Th St S
1083	USA	AL	Birmingham	35233	2010 Brookwood Medical Center Drive
1084	USA	AL	Birmingham	35209	"1600 Seventh Avenue, South"
1085	USA	AL	Birmingham	35212	3800 Ridgeway Drive
1086	USA	AL	Birmingham	35261	"6869 Fifth Avenue, South"
1087	USA	AL	Birmingham	35213	50 Medical Park East Drive
1088	USA	AL	Birmingham	35205	800 Montclair Road
1089	USA	AL	Birmingham	35235	810 St. Vincent'S Drive
1090	USA	AL	Birmingham	35233	50 Medical Park East Drive
1091	USA	AL	Boaz	35957	619 South 19Th Street
1092	USA	AL	Brewton	36427	"2505 U.S. Highway 431, South"
1093	USA	AL	Camden	36726	1301 Belleville Avenue
1094	USA	AL	Carrollton	35447	317 Mcwilliams Avenue
1095	USA	AL	Centreville	35042	241 Robert K. Wilson Drive
1096	USA	AL	Chatom	36518	208 Pierson Avenue
1097	USA	AL	Demopolis	36732	14600 St. Stephens Avenue
1098	USA	AL	Dothan	36301	"105 U.S. Highway 80, East"
1099	USA	AL	Dothan	36302	700 East Cottonwood Road
1100	USA	AL	Enterprise	36330	"1108 Ross Clark Circle,4Th Floor"
1101	USA	AL	Evergreen	36401	400 North Edwards Street
1102	USA	AL	Fayette	35555	101 Crestview Avenue
1103	USA	AL	Gadsden	35904	"1653 Temple Avenue, North"
1104	USA	AL	Geneva	36340	3001 Scenic Highway
1105	USA	AL	Gadsden	35999	1200 West Maple Avenue
1106	USA	AL	Greenville	36037	600 South Third Street
1107	USA	AL	Greensboro	36744	29 L. V. Stabler Drive
1108	USA	AL	Huntsville	35801	508 Greene Street
1109	USA	AL	Huntsville	35806	One Hospital Drive
1110	USA	AL	Huntsville	35890	5315 Millennium Drive
1111	USA	AL	Huntsville	35801	4100 Goss Rd Sw
1112	USA	AL	Jackson	36545	101 Sivley Road
1113	USA	AL	Jacksonville	36265	220 Hospital Drive
1114	USA	AL	Jasper	35502	1701 South Pelham Road
1115	USA	AL	Luverne	36049	"3400 Highway 78, East"
1116	USA	AL	Mobile	36652	101 Hospital Circle
1117	USA	AL	Mobile	36608	5 Mobile Infirmary Center
1118	USA	AL	Montgomery	36111	3719 Dauphin Street
1119	USA	AL	Montgomery	36116	2105 East South Boulevard
1120	USA	AL	Montgomery	36106	4465 Narrow Lane Road
1121	USA	AL	Montgomery	36106	1725 Pine Street
1122	USA	AL	Opp	36467	"1725 Pine Street,5Th Floor, North Wing"
1123	USA	AL	Ozark	36360	702 Main Street
1124	USA	AL	Pell City	35125	126 Hospital Avenue
1125	USA	AL	Red Bay	35582	7063 Veterans Parkway
1126	USA	AL	Russellville	35653	211 Hospital Road
1127	USA	AL	Scottsboro	35768	15155 Highway 43
1128	USA	AL	Selma	36701	380 Woods Cove Road
1129	USA	AL	Sheffield	35660	1015 Medical Center Parkway
1130	USA	AL	Sylacauga	35150	1301 S.Montgomery Avenue
1131	USA	AL	Talladega	35161	315 West Hickory Street
1132	USA	AL	Tuscaloosa	35402	604 Stone Avenue
1133	USA	AL	Tuscaloosa	35401	201 University Boulevard
1134	USA	AL	Tuscaloosa	35401	"809 University Blvd East,4Th Floor"
1135	USA	AL	Tuskegee	36083	3701 Loop Rd E
1136	USA	AL	Union Springs	36089	2400 Hospital Rd
1137	USA	AL	Wetumpka	36092	102 West Conecuh Avenue
1138	USA	AL	York	36925	500 Hospital Drive
1139	USA	CT	Stamford	6904	751 Derby Drive
1140	USA	CT	Norwalk	6856	"30 Shelburne Road,Po Box 9317"
1141	USA	IN	Shelbyville	46176	34 Maple St
1142	USA	IN	Mishawaka	46545	150 W Washington St
1143	USA	IN	Indianapolis	46222	1625 E Jefferson Blvd
1144	USA	IN	Fort Wayne	46802	3630 Guion Rd
1145	USA	NC	Leland	28451	"700 Broadway,7Th Fl E"
1146	USA	NC	Durham	27705	2050 Mercantile Drive
1147	USA	NC	Winston Salem	27104	615 Douglas Street
1148	USA	NC	Greensboro	27403	3637 Old Vineyard Road
1149	USA	NC	Greensboro	27408	700 Walter Reed Drive
1150	USA	NC	Erwin	28339	801 Green Valley Road
1151	USA	NC	Clyde	28721	P.O. Box 639
1152	USA	NC	Kinston	28503	262 Leroy George Drive
1153	USA	NC	Charlotte	28210	100 Airport Road
1154	USA	NC	Charlotte	28256	10628 Park Rd
1155	USA	NC	Charlotte	28210	8800 North Tryon Street
1156	USA	NC	Charlotte	28232	1715 Sharon Road West
1157	USA	NC	Charlotte	28211	1000 Blythe Boulevard
1158	USA	IN	Indianapolis	46278	501 Billingsley Rd
1159	USA	IN	Indianapolis	46250	8400 Northwest Blvd
1160	USA	IN	Lafayette	47905	8060 Knue Road
1161	USA	IN	Fishers	46037	950 Park East Blvd
1162	USA	IN	Carmel	46032	13861 Olio Road
1163	USA	IN	Indianapolis	46254	12188 B North Meridian Street
1164	USA	IN	Fort Wayne	46805	720 Eskenazi Avenue
1165	USA	IN	Fort Wayne	46804	1909 Carew Street
1166	USA	IN	Anderson	46013	7952 W Jefferson Blvd
1167	USA	IN	Indianapolis	46202	2725 Enterprise Drive
1168	USA	IN	Kokomo	46904	1701 N Senate Blvd
1169	USA	IN	Madison	47250	1907 W Sycamore St
1170	USA	IN	Indianapolis	46250	1373 East Sr 62
1171	USA	IN	Muncie	47303	7343 Clearvista Drive
1172	USA	IN	Richmond	47374	2401 W University Ave
1173	USA	IN	Logansport	46947	1100 Reid Pkwy
1174	USA	IN	Logansport	46947	1015 Michigan Ave
1175	USA	IN	Jeffersonville	47130	1101 Michigan Ave
1176	USA	IN	Clarksville	47129	1220 Missouri Ave
1177	USA	IN	Valparaiso	46383	4601 Medical Plaza Way
1178	USA	IN	Lagrange	46761	85 East Us Hwy 6
1179	USA	IN	Fort Wayne	46825	207 N Townline Rd
1180	USA	IN	Fort Wayne	46804	2520 E Dupont Rd
1181	USA	IN	Fort Wayne	46845	7950 W Jefferson Blvd
1182	USA	IN	Fort Wayne	46805	11130 Parkview Circle Dr
1183	USA	IN	Decatur	46733	11109 Parkview Plaza Drive
1184	USA	IN	Columbus	47201	1100 Mercer Ave
1185	USA	IN	Hartford City	47348	2400 E 17Th St
1186	USA	IN	Batesville	47006	410 Pilgrim Blvd
1187	USA	IN	Lawrenceburg	47025	321 Mitchell Ave
1188	USA	IN	Lawrenceburg	47025	285 Bielby Rd
1189	USA	IN	Washington	47501	600 Wilson Creek Rd
1190	USA	IN	Kendallville	46755	1314 E Walnut St
1191	USA	IN	Evansville	47747	401 Sawyer Rd
1192	USA	IN	Evansville	47715	600 Mary St
1193	USA	IN	Evansville	47714	3300 E Morgan Ave
1194	USA	IN	Evansville	47714	3400 Lincoln Avenue
1195	USA	IN	Terre Haute	47804	4100 Covert Ave
1196	USA	IN	Goshen	46526	620 8Th Ave
1197	USA	IN	Goshen	46527	200 High Park Ave
1198	USA	IN	Jasper	47546	330 Lakeview Dr
1199	USA	IN	Auburn	46706	800 W 9Th St
1200	USA	IN	Greensburg	47240	1316 E Seventh St
1201	USA	IN	Auburn	46706	720 N Lincoln St
1202	USA	IN	Muncie	47303	1850 Wesley Rd
1203	USA	IN	Muncie	47303	"2401 W University Ave,8Th Fl"
1204	USA	IN	Mooresville	46158	2401 University Ave
1205	USA	IN	Peru	46970	1201 Hadley Rd
1206	USA	IN	Crawfordsville	47933	275 W 12Th St
1207	USA	IN	Bloomington	47404	1710 Lafayette Rd
1208	USA	IN	Bloomington	47403	3600 N Prow Rd
1209	USA	IN	Bloomington	47403	601 W Second St
1210	USA	IN	Warsaw	46580	4011 S Monroe Medical Park Blvd
1211	USA	IN	Newburgh	47630	2101 E Dubois Dr
1212	USA	IN	Bluffton	46714	4488 Roslin Rd
1213	USA	IN	Munster	46321	303 S Main St
1214	USA	IN	Munster	46321	901 Macarthur Blvd
1215	USA	IN	Crown Point	46307	701 Superior Ave
1216	USA	IN	Dyer	46311	1201 S Main St
1217	USA	IN	Hammond	46320	24 Joliet St
1218	USA	IN	Rensselaer	47978	5454 Hohman Ave
1219	USA	IN	Hammond	46320	1104 E Grace St
1220	USA	IN	Gary	46402	"5454 Hohman Ave,5Th Fl"
1221	USA	IN	Crown Point	46307	600 Grant St
1222	USA	IN	Lafayette	47905	9301 Connecticut Dr
1223	USA	IN	Paoli	47454	1701 S Creasy Ln
1224	USA	IN	Greenwood	46143	642 W Hospital Rd
1225	USA	IN	Franklin	46131	898 E Main St
1226	USA	IN	Tipton	46072	1125 W Jefferson St
1227	USA	IN	Angola	46703	1000 S Main St
1228	USA	IN	Lafayette	47905	416 E Maumee St
1229	USA	IN	Michigan City	46360	5165 Mccarty Ln
1230	USA	IN	La Porte	46350	301 W Homer St
1231	USA	IN	Bedford	47421	1007 Lincolnway
1232	USA	IN	Anderson	46011	2900 W 16Th St
1233	USA	IN	South Bend	46601	1515 N Madison Ave
1234	USA	IN	Knox	46534	615 N Michigan St
1235	USA	IN	South Bend	46628	102 E Culver Rd
1236	USA	IN	Vincennes	47591	53131 Quince Rd
1237	USA	IN	Greenfield	46140	520 S 7Th St
1238	USA	IN	Linton	47441	801 N State St
1239	USA	IN	Carmel	46032	1185 N 1000 W
1240	USA	IN	Princeton	47670	11700 N Meridian St
1241	USA	IN	Marion	46952	1808 Sherman Dr
1242	USA	IN	Marion	46952	505 Wabash Ave
1243	USA	IN	Bremen	46506	441 N Wabash Ave
1244	USA	IN	Bremen	46506	1020 High Rd
1245	USA	IN	Plymouth	46563	417 S Whitlock St
1246	USA	IN	Huntington	46750	1800 N Oak Rd
1247	USA	IN	Connersville	47331	2001 Stults Rd
1248	USA	IN	Columbia City	46725	1941 Virginia Ave
1249	USA	IN	Monticello	47960	1260 E Sr 205
1250	USA	IN	Indianapolis	46219	720 South Sixth St
1251	USA	IN	Indianapolis	46256	1500 N Ritter Ave
1252	USA	IN	Indianapolis	46227	7150 Clearvista Dr
1253	USA	IN	Indianapolis	46256	1402 E County Line Rd S
1254	USA	IN	Indianapolis	46237	8102 Clearvista Parkway
1255	USA	IN	Indianapolis	46222	8111 S Emerson Ave
1256	USA	IN	Indianapolis	46222	1700 W 10Th St
1257	USA	IN	Indianapolis	46226	2601 Cold Spring Rd
1258	USA	IN	Madison	47250	5602 Caito Drive
1259	USA	IN	Portland	47371	711 Green Rd
1260	USA	IN	New Castle	47362	500 W Votaw St
1261	USA	IN	Kokomo	46904	1000 N 16Th St
1262	USA	IN	Kokomo	46901	3500 S Lafountain St
1263	USA	IN	Corydon	47112	829 N Dixon Rd
1264	USA	IN	Danville	46122	1141 Hospital Dr Nw
1265	USA	IN	Avon	46123	1000 E Main St
1266	USA	IN	New Albany	47150	1111 N Ronald Reagan Pkwy
1267	USA	IN	New Albany	47150	1850 State St
1268	USA	IN	Lebanon	46052	4023 Reas Ln
1269	USA	IN	Jeffersonville	47130	2605 N Lebanon St
1270	USA	IN	Valparaiso	46383	2700 Vissing Park Rd
1271	USA	IN	Fort Wayne	46804	701 Wall St
1272	USA	IN	Fort Wayne	46802	7970 W Jefferson Blvd
1273	USA	IN	Rushville	46173	700 Broadway
1274	USA	IN	Winamac	46996	1300 N Main St
1275	USA	IN	Brazil	47834	616 E 13Th St
1276	USA	IN	Frankfort	46041	1206 E National Ave
1277	USA	IN	Evansville	47750	1300 S Jackson St
1278	USA	IN	Clinton	47842	3700 Washington Ave
1279	USA	IN	Terre Haute	47802	801 S Main St
1280	USA	IN	Terre Haute	47804	3901 S Seventh St
1281	USA	IN	Wabash	46992	1606 N Seventh St
1282	USA	IN	Boonville	47601	710 N East St
1283	USA	IN	Newburgh	47630	1116 Millis Ave
1284	USA	IN	Newburgh	47630	4007 Gateway Blvd
1285	USA	IN	Williamsport	47993	4199 Gateway Blvd
1286	USA	IN	Richmond	47374	412 N Monroe St
1287	USA	IN	Salem	47167	498 Nw 18Th St
1288	USA	IN	East Chicago	46312	911 N Shelby St
1289	USA	IN	Merrillville	46410	"4321 Fir St,4Th Fl"
1290	USA	IN	East Chicago	46312	8555 Taft St
1291	USA	IN	Hobart	46342	4321 Fir St
1292	USA	IN	Crown Point	46307	1500 S Lake Park Ave
1293	USA	IN	Sullivan	47882	9509 Georgia St
1294	USA	IN	West Lafayette	47906	2200 N Section St
1295	USA	IN	Lafayette	47905	2900 N River Rd
1296	USA	IN	Bedford	47421	833 Park East Blvd
1297	USA	IN	Anderson	46016	1600 23Rd St
1298	USA	IN	Elwood	46036	2015 Jackson St
1299	USA	IN	Scottsburg	47170	1331 S A St
1300	USA	IN	Mishawaka	46545	1451 N Gardner St
1301	USA	IN	Mishawaka	46545	5215 Holy Cross Pkwy
1302	USA	IN	Rochester	46975	4455 Edison Lakes Pkwy
1303	USA	IN	Noblesville	46060	1400 E 9Th St
1304	USA	IN	Carmel	46032	395 Westfield Rd
1305	USA	IN	Indianapolis	46290	13500 N Meridian St
1306	USA	IN	Plymouth	46563	10580 N Meridian St
1307	USA	IN	Indianapolis	46260	1915 Lake Ave
1308	USA	IN	Seymour	47274	8050 Township Line Rd
1309	USA	IN	New Albany	47150	411 W Tipton St
1310	USA	ID	Boise	83706	3104 Blackiston Blvd
1311	USA	ID	Rupert	83350	1055 North Curtis Road
1312	USA	ID	Nampa	83686	1224 8Th Street
1313	USA	ID	Caldwell	83605	1512 12Th Avenue Road
1314	USA	ID	Coeur D'Alene	83814	1717 Arlington Avenue
1315	USA	ID	Gooding	83330	2003 Kootenai Health Way
1316	USA	IN	Indianapolis	46214	267 North Canyon Drive
1317	USA	ID	Boise	83704	900 North High School Road
1318	USA	ID	Lewiston	83501	303 North Allumbaugh Street
1319	USA	ID	Preston	83263	415 Sixth Street
1320	USA	ID	Arco	83213	44 North First East Street
1321	USA	ID	Grangeville	83530	551 Highland Drive
1322	USA	ID	Weiser	83672	607 West Main
1323	USA	ID	Blackfoot	83221	645 East 5Th Street
1324	USA	ID	Pocatello	83201	700 East Alice Street
1325	USA	MT	Great Falls	59405	777 Hospital Way
1326	USA	MT	Kalispell	59901	1411 9Th St South
1327	USA	MT	Warm Springs	59756	320 Sunnyview Ln
1328	USA	MT	Butte	59701	Warm Springs Campus
1329	USA	FL	Pensacola	32501	55 Basin Creek Road
1330	USA	FL	Cooper City	33328	1201 W Hernandez St
1331	USA	FL	Orlando	32827	5960 Sw 106Th Ave
1332	USA	FL	Altamonte Springs	32714	13535 Nemours Pkwy
1333	USA	FL	Boynton Beach	33472	831 S State Rd 434
1334	USA	FL	Brandon	33511	9655 W Boynton Beach Blvd
1335	USA	FL	Brooksville	34601	119 Oakfield Dr
1336	USA	FL	Dade City	33525	17240 Cortez Blvd
1337	USA	FL	Daytona Beach	32117	13100 Fort King Rd
1338	USA	FL	Delray Beach	33484	"301 Memorial Medical Parkway,11Th Floor"
1339	USA	FL	Fort Myers	33908	5352 Linton Blvd
1340	USA	FL	Fort Myers	33905	9241 Park Royal Dr
1341	USA	FL	Hialeah	33012	3050 Champion Ring Rd
1342	USA	FL	Hollywood	33021	1475 W 49Th St
1343	USA	FL	Jacksonville	32209	1201 N 37Th Ave
1344	USA	FL	Kissimmee	34758	655 W 8Th St
1345	USA	FL	Leesburg	34748	325 Cypress Pkwy
1346	USA	FL	Miami	33136	2020 Tally Rd
1347	USA	FL	Miami	33133	1475 Nw 12Th Ave
1348	USA	FL	Middleburg	32068	3663 S Miami Ave
1349	USA	FL	Naples	34110	1670 St. Vincent'S Way
1350	USA	FL	Naples	34114	11190 Healthpark Blvd
1351	USA	FL	Naples	34119	8300 Collier Blvd
1352	USA	FL	Ocala	34471	6101 Pine Ridge Rd
1353	USA	FL	Orlando	32808	2275 Sw 22Nd Lane
1354	USA	FL	Port Charlotte	33952	1800 Mercy Dr
1355	USA	FL	Port Saint Lucie	34987	2500 Harbor Blvd
1356	USA	FL	Riverview	33578	10000 Sw Innovation Way
1357	USA	FL	Stuart	34997	6901 Simmons Loop
1358	USA	FL	Tampa	33607	5850 Se Community Dr
1359	USA	FL	Wesley Chapel	33544	3001 W Dr. Martin Luther King Jr Blvd
1360	USA	FL	Wesley Chapel	33543	2600 Bruce B Downs Blvd
1361	USA	FL	Winter Haven	33880	29910 Sr 56
1362	USA	FL	Orlando	32806	101 Ave O Se
1363	USA	FL	Orlando	32821	92 W Miller St
1364	USA	FL	Orlando	32819	6601 Central Florida Pkwy
1365	USA	FL	Orlando	32803	9400 Turkey Lake Rd
1366	USA	FL	Apopka	32703	601 E Rollins St
1367	USA	FL	Orlando	32822	201 N Park Ave
1368	USA	FL	Ocoee	34761	7727 Lake Underhill Rd
1369	USA	FL	Maitland	32751	10000 W Colonial Dr
1370	USA	FL	Orlando	32803	1650 Park Ave N
1371	USA	FL	Orlando	32809	2250 Bedford Rd
1372	USA	FL	Orlando	32826	5579 S Orange Ave
1373	USA	FL	Winter Park	32792	2500 Discovery Dr
1374	USA	FL	Celebration	34747	200 N Lakemont Ave
1375	USA	FL	Kissimmee	34744	400 Celebration Place
1376	USA	FL	Kissimmee	34741	2450 N Orange Blossom Trl
1377	USA	FL	Saint Cloud	34769	700 W Oak St
1378	USA	FL	Boynton Beach	33435	2906 17Th St
1379	USA	FL	West Palm Beach	33401	2815 S Seacrest Blvd
1380	USA	FL	Atlantis	33462	1309 N Flagler Dr
1381	USA	FL	West Palm Beach	33407	5301 S Congress Ave
1382	USA	FL	Riviera Beach	33418	2201 45Th St
1383	USA	FL	Belle Glade	33430	5555 W Blue Heron Blvd
1384	USA	FL	Palm Beach Gardens	33410	39200 Hooker Hwy
1385	USA	FL	Loxahatchee	33470	3360 Burns Rd
1386	USA	FL	Lake Worth	33461	13001 Southern Blvd
1387	USA	FL	West Palm Beach	33407	3060 Melaleuca Lane
1388	USA	FL	Wellington	33414	901 45Th St
1389	USA	FL	Palatka	32177	10101 Forest Hill Blvd
1390	USA	FL	Tavares	32778	611 Zeagler Dr
1391	USA	FL	Clermont	34711	1000 Waterman Way
1392	USA	FL	Vero Beach	32960	1900 Don Wickham Dr
1393	USA	FL	Vero Beach	32960	1600 37Th St
1394	USA	FL	Sebastian	32958	1000 36Th St
1395	USA	FL	Port Saint Joe	32456	13695 Us Hwy 1
1396	USA	FL	Saint Petersburg	33701	3801 E Hwy 98
1397	USA	FL	Tarpon Springs	34689	501 6Th Ave S
1398	USA	FL	Largo	33770	1395 S Pinellas Ave
1399	USA	FL	Saint Petersburg	33705	901 N Clearwater/Largo Rd
1400	USA	FL	Largo	33770	3030 6Th St S
1401	USA	FL	Largo	33774	201 14Th St Sw
1402	USA	FL	Safety Harbor	34695	2025 Indian Rocks Rd
1403	USA	FL	Dunedin	34698	3231 Mcmullen Booth Rd
1404	USA	FL	Clearwater	33756	601 Main St
1405	USA	FL	Saint Petersburg	33709	300 Pinellas St
1406	USA	FL	Saint Petersburg	33705	6000 49Th St N
1407	USA	FL	Saint Petersburg	33710	1200 7Th Ave N
1408	USA	FL	Clearwater	33764	6500 38Th Ave N
1409	USA	FL	Sebring	33872	11300 Us Hwy 19 N
1410	USA	FL	Lake Placid	33852	4200 Sun N Lake Blvd
1411	USA	FL	Sebring	33870	1210 Us 27 N
1412	USA	FL	Tampa	33614	3600 S Highlands Ave
1413	USA	FL	Tampa	33612	7171 N Dale Mabry Hwy
1414	USA	FL	Tampa	33611	12902 Magnolia Dr
1415	USA	FL	Tampa	33603	4555 S Manhattan Ave
1416	USA	FL	Tampa	33612	4801 N Howard Ave
1417	USA	FL	Sun City Center	33573	12502 Usf Pine Dr
1418	USA	FL	Plant City	33563	4016 Sun City Center Blvd
1419	USA	FL	Tampa	33607	301 N Alexander St
1420	USA	FL	Lutz	33558	4918 Habana Ave
1421	USA	FL	Tampa	33606	4211 Van Dyke Rd
1422	USA	FL	Clewiston	33440	1 Tampa General Cir
1423	USA	FL	Brooksville	34613	524 W Sagamore Ave
1424	USA	FL	Brooksville	34609	12440 Cortez Blvd
1425	USA	FL	Lake Butler	32054	7007 Grove Rd
1426	USA	FL	Naples	34113	850 E Main St
1427	USA	FL	Perry	32348	9001 Tamiami Trl E
1428	USA	FL	Spring Hill	34609	333 N Byron Butler Pkwy
1429	USA	FL	Tampa	33615	10461 Quality Dr
1430	USA	FL	Arcadia	34266	6001 Webb Rd
1431	USA	FL	Sarasota	34240	900 N Robert Ave
1432	USA	FL	Sarasota	34233	6150 Edgelake Dr
1433	USA	FL	Englewood	34223	5731 Bee Ridge Rd
1434	USA	FL	Sarasota	34240	700 Medical Blvd
1435	USA	FL	Sarasota	34239	6400 Edgelake Dr
1436	USA	FL	Venice	34285	1700 S Tamiami Trl
1437	USA	FL	Sanford	32771	540 The Rialto
1438	USA	FL	Altamonte Springs	32701	1401 W Seminole Blvd
1439	USA	FL	Longwood	32750	601 E Altamonte Dr
1440	USA	FL	Port Saint Lucie	34952	555 W State Rd 434
1441	USA	FL	Port Saint Lucie	34952	2550 Se Walton Rd
1442	USA	FL	The Villages	32159	1800 Se Tiffany Ave
1443	USA	FL	Cape Coral	33990	1451 El Camino Real
1444	USA	FL	Fort Myers	33912	636 Del Prado Blvd
1445	USA	FL	Fort Myers	33908	13681 Doctors Way
1446	USA	FL	Lehigh Acres	33936	9981 Healthpark Cir
1447	USA	FL	Saint Augustine	32086	1500 Lee Blvd
1448	USA	FL	Deland	32721	400 Health Park Blvd
1449	USA	FL	Orange City	32763	701 W Plymouth Ave
1450	USA	FL	Daytona Beach	32117	1055 Saxon Blvd
1451	USA	FL	Ormond Beach	32176	301 Memorial Medical Pkwy
1452	USA	FL	Williston	32696	264 S Atlantic Ave
1453	USA	FL	Daytona Beach	32114	125 Sw 7Th St
1454	USA	FL	Port Orange	32127	303 N Clyde Morris Blvd
1455	USA	FL	Daytona Beach	32117	1041 Dunlawton Ave
1456	USA	FL	Land O Lakes	34637	841 Jimmy Ann Dr
1457	USA	FL	Zephyrhills	33541	9441 Health Center Dr
1458	USA	FL	New Port Richey	34652	7050 Gall Blvd
1459	USA	FL	New Port Richey	34652	5637 Marine Pkwy
1460	USA	FL	Hudson	34667	6600 Madison St
1461	USA	FL	Davenport	33837	14000 Fivay Rd
1462	USA	FL	Lake Wales	33853	40100 Us Hwy 27 N
1463	USA	FL	Lakeland	33805	410 S 11Th St
1464	USA	FL	Winter Haven	33881	1324 Lakeland Hills Blvd
1465	USA	FL	Apalachicola	32329	200 Ave F Ne
1466	USA	FL	Palm Coast	32164	135 Ave G
1467	USA	FL	Cocoa Beach	32931	60 Memorial Medical Pkwy
1468	USA	FL	Melbourne	32901	701 W Cocoa Beach Cswy
1469	USA	FL	Viera	32940	400 E Sheridan Rd
1470	USA	FL	Melbourne	32901	8000 Devereux Dr
1471	USA	FL	Melbourne	32901	101 E Florida Ave
1472	USA	FL	Palm Bay	32907	765 W Nasa Blvd
1473	USA	FL	Melbourne	32940	1425 Malabar Rd Ne
1474	USA	FL	Melbourne	32935	8745 N Wickham Rd
1475	USA	FL	Rockledge	32955	250 N Wickham Rd
1476	USA	FL	Gainesville	32605	110 Longwood Ave
1477	USA	FL	Gainesville	32608	6500 Newberry Rd
1478	USA	FL	Green Cove Springs	32043	2708 Sw Archer Rd
1479	USA	FL	Coral Springs	33065	801 Oak St
1480	USA	FL	Fort Lauderdale	33308	3000 Coral Hills Dr
1481	USA	FL	Pompano Beach	33064	6401 N Federal Hwy
